station_code,station_name,station_type,state_name,district_name,block_name,basin_name,sub_basin_name,agency_name,date_collection,_24d,_401,SILVER(mg/L),ALUMINIUM,ALDRIN,"ALKALINITY,PHENOLPHTHALEIN(mg/L)",TOTAL ALKALINITY,ARSENIC(mg/l),BORON(mg/L),BARIUM,GAMMA-BHC(BENZENE HEXACHLORIDE),BIOCHEMICAL OXYGEN DEMAND(mg/L),CALCIUM(mg/L),CARBON(14),CADMIUM,CHLOROPHY11-a,CHLORIDE,CYANIDE,CARBONATE(mg/L),FECAL STREPTOCOCCI(MPN/100ml),CHEMICAL OXYGEN DEMAND,COLOUR,CHROMIUM(mg/L),COPPER,DDT,DIELDRIN,DISSOLVED OXYGEN(mg/L),DISSOLVED OXYGEN(mg/L),ALKALINITY(TOTAL),DISSOLVED OXYGEN SATURATION(%),ELECTRICAL CINDUCTIVITY FIELD,ELECTRICAL CONDUCTIVITY(?S/CM) at 25?,ENDOSULPHAN,FLUORIDE,FECAL COLIFORMS(mpn/100ml),IRON(mg/L),CALCIUM HARDNESS(mg/L),TOTAL HARDNESS(mg/L),BICARBONATE(mg/L),MERCURY(mg/L),POTASSIUM(mg/L),MAGNESIUM(mg/L),MANGANESE(mg/L),SODIUM,PERCENT SODIUM,AMMONIA-N(mg/L),NICKEL(mg/L),"NITROGEN,NITRITE","NITROGEN, TOTAL OXIDISED(NO2+NO3)",no3_n,ODOUR,o_po4_p,"NITROGEN,ORGANIC",OXYGEN(18),FLUORANTHENE,LEAD(mg/L),PCB-1242,PH,TOTAL PHENOLS,PH_FIELD,PH,PHOSPHORUS(TOTAL),RADON,RESIDUAL SODIUM CARBONATE,SODIUM ABSORPTION RATIO,SELENIUM(mg/L),SECCHI DEPTH,SILICATE(sio2)(mg/L),SILICATE(sio3),SULPHATE(mg/L),"SOLIDS,SUSPENDED",STRONTIUM,TOTAL COLIFORNS(MPN/100ml),TOTAL DISSOLVED SOLIDS(mg/L),TEMPERATURE,TEST,TOTAL ORGANIC CARBON,TRITIUM,SOLIDS(TOTAL),TURBIDITY(NTU),URANIUM,ZINC(mg/L),"NITROGEN,NITRITE",CALCIUM CARBONATE,MAGNESIUM CARBONATE,BIOCHEMICAL OXYGEN DEAMND,MAGNESIUM HARDNESS
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,01-10-2019 00:00,NULL,NULL,NULL,NULL,NULL,0,76,NULL,0.14,NULL,NULL,1.4,18,NULL,NULL,NULL,28.6,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,240,NULL,0.21,NULL,0.1,46,73,93,NULL,2.9,6.5,NULL,20.8,37,NULL,NULL,NULL,0.04,0.03,NULL,0.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.9,NULL,NULL,0.1,1.1,NULL,NULL,0.3,NULL,13.7,NULL,NULL,NULL,144,25.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.01,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,16-09-2019 00:00,NULL,NULL,NULL,NULL,NULL,0,63,NULL,0.21,NULL,NULL,1.4,16,NULL,NULL,NULL,22.6,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,209,NULL,0.16,NULL,0,39,74,77,NULL,2.6,8.5,NULL,13,27,NULL,NULL,NULL,0.09,0.08,NULL,0.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.6,NULL,NULL,0,0.7,NULL,NULL,3.7,NULL,13.1,NULL,NULL,NULL,125,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.01,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,18-01-2016 00:00,NULL,NULL,NULL,NULL,NULL,14.0602,108.233,NULL,NULL,NULL,NULL,2.01,22.71,NULL,NULL,NULL,50.83,NULL,16.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,384,NULL,0.376,NULL,NULL,NULL,110.817,97.6,NULL,3.7,12.97,NULL,39.1,42.5614,0.04,NULL,NULL,0.287,0.287,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,8.34,NULL,NULL,0,1.62138,NULL,56.775,NULL,NULL,15.98,NULL,NULL,NULL,206,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,08-12-2015 00:00,NULL,NULL,NULL,NULL,NULL,0,78.1639,NULL,NULL,NULL,NULL,1.28,16.03,NULL,NULL,NULL,30.29,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,241,NULL,0.252,NULL,NULL,NULL,77.2417,95.36,NULL,4.4,8.92,NULL,21.5,36.2238,0.04,NULL,NULL,0.179,0.178,NULL,0.009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,8.12,NULL,NULL,0.0290883,1.06784,NULL,40.075,NULL,NULL,3.35,NULL,NULL,NULL,128,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.001,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,06-10-2015 00:00,NULL,NULL,NULL,NULL,NULL,0,131.762,NULL,NULL,NULL,NULL,2.01,16.03,NULL,NULL,NULL,57.82,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,426,NULL,0.406,NULL,NULL,NULL,138.033,160.75,NULL,3.7,23.51,NULL,36,35.6285,0.05,NULL,NULL,0.355,0.354,NULL,0.019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,8,NULL,NULL,0,1.33918,NULL,40.075,NULL,NULL,20.05,NULL,NULL,NULL,227,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.001,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,01-09-2005 00:00,NULL,NULL,NULL,NULL,NULL,0,45,NULL,NULL,NULL,NULL,NULL,18.4,NULL,NULL,NULL,31.95,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,280,NULL,NULL,NULL,NULL,NULL,86.5,54.9,NULL,NULL,9.72,NULL,23.46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.43,NULL,NULL,0,1.10099,NULL,46,NULL,NULL,1.392,NULL,NULL,NULL,NULL,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,01-10-2005 00:00,NULL,NULL,NULL,NULL,NULL,0,123,NULL,NULL,NULL,NULL,NULL,36,NULL,NULL,NULL,28.755,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,311,NULL,0.228,NULL,NULL,NULL,92.025,150.06,NULL,NULL,0.486,NULL,20.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.72,NULL,NULL,0.623099,0.950045,NULL,90,NULL,NULL,7.776,NULL,NULL,NULL,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,02-11-2005 00:00,NULL,NULL,NULL,NULL,NULL,0,148,NULL,NULL,NULL,NULL,NULL,25.6,NULL,NULL,NULL,87.685,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,534,NULL,NULL,NULL,NULL,NULL,170.819,180.56,NULL,NULL,25.6365,NULL,41.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.46,NULL,NULL,0,1.39914,NULL,64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,01-12-2005 00:00,NULL,NULL,NULL,NULL,NULL,0,139.5,NULL,NULL,NULL,NULL,NULL,27.2,NULL,NULL,NULL,37.985,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,413,NULL,NULL,NULL,NULL,NULL,128.75,170.19,NULL,NULL,14.58,NULL,40.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.4,NULL,NULL,0.23246,1.55718,NULL,68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,02-01-2006 00:00,NULL,NULL,NULL,NULL,NULL,0,166.5,NULL,NULL,NULL,NULL,NULL,30.4,NULL,NULL,NULL,66.74,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,646,NULL,NULL,NULL,NULL,NULL,169.15,203.13,NULL,NULL,22.356,NULL,51.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.63,NULL,NULL,0,1.71436,NULL,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,01-02-2006 00:00,NULL,NULL,NULL,NULL,NULL,0,212.5,NULL,NULL,NULL,NULL,NULL,32.8,NULL,NULL,NULL,72.42,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,704,NULL,NULL,NULL,NULL,NULL,193.375,259.25,NULL,NULL,26.73,NULL,69.46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.74,NULL,NULL,0.413005,2.18148,NULL,82,NULL,NULL,27.456,NULL,NULL,NULL,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,01-07-2006 00:00,NULL,NULL,NULL,NULL,NULL,0,191.6,NULL,NULL,NULL,NULL,NULL,26.4,NULL,NULL,NULL,46.718,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1080,NULL,NULL,NULL,NULL,NULL,149.025,233.752,NULL,NULL,19.926,NULL,51.612,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.49,NULL,NULL,0.874338,1.84626,NULL,66,NULL,NULL,17.52,NULL,NULL,NULL,NULL,28.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,01-08-2006 00:00,NULL,NULL,NULL,NULL,NULL,0,154.15,NULL,NULL,NULL,NULL,NULL,32,NULL,NULL,NULL,36.2455,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,327,NULL,NULL,NULL,NULL,NULL,138.725,188.063,NULL,NULL,14.094,NULL,50.623,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.09,NULL,NULL,0.325869,1.87556,NULL,80,NULL,NULL,13.776,NULL,NULL,NULL,NULL,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,01-09-2006 00:00,NULL,NULL,NULL,NULL,NULL,0,100,NULL,NULL,NULL,NULL,NULL,19.2,NULL,NULL,NULL,26.696,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,216,NULL,NULL,NULL,NULL,NULL,149.25,122,NULL,NULL,24.3,NULL,50.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.38,NULL,NULL,0,1.8181,NULL,48,NULL,NULL,8.784,NULL,NULL,NULL,NULL,29.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,03-10-2006 00:00,NULL,NULL,NULL,NULL,NULL,0,95.8,NULL,NULL,NULL,NULL,NULL,14.4,NULL,NULL,NULL,27.69,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,270,NULL,NULL,NULL,NULL,NULL,84.6,116.876,NULL,NULL,11.664,NULL,52.831,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.63,NULL,NULL,0.237312,2.50851,NULL,36,NULL,NULL,8.832,NULL,NULL,NULL,NULL,28.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,01-11-2006 00:00,NULL,NULL,NULL,NULL,NULL,0,129.15,NULL,NULL,NULL,NULL,NULL,21.6,NULL,NULL,NULL,38.127,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,366,NULL,NULL,NULL,NULL,NULL,108.675,157.563,NULL,NULL,13.122,NULL,58.834,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.21,NULL,NULL,0.424932,2.46382,NULL,54,NULL,NULL,10.512,NULL,NULL,NULL,NULL,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,01-12-2006 00:00,NULL,NULL,NULL,NULL,NULL,0,185.5,NULL,NULL,NULL,NULL,NULL,36,NULL,NULL,NULL,80.088,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,572,NULL,NULL,NULL,NULL,NULL,181.125,226.31,NULL,NULL,21.87,NULL,66.838,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.49,NULL,NULL,0.113297,2.16811,NULL,90,NULL,NULL,33.12,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,02-01-2007 00:00,NULL,NULL,NULL,NULL,NULL,0,175,NULL,NULL,NULL,NULL,NULL,30.4,NULL,NULL,NULL,47.57,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,409,NULL,NULL,NULL,NULL,NULL,157,213.5,NULL,NULL,19.44,NULL,52.831,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.71,NULL,NULL,0.382753,1.84084,NULL,76,NULL,NULL,17.28,NULL,NULL,NULL,NULL,25.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,01-02-2007 00:00,NULL,NULL,NULL,NULL,NULL,0,175,NULL,NULL,NULL,NULL,NULL,30.4,NULL,NULL,NULL,51.475,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,425,NULL,NULL,NULL,NULL,NULL,134.725,213.5,NULL,NULL,14.094,NULL,67.827,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.32,NULL,NULL,0.822662,2.55016,NULL,76,NULL,NULL,17.328,NULL,NULL,NULL,NULL,27.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,24-06-2006 00:00,NULL,NULL,NULL,NULL,NULL,0,195.8,NULL,NULL,NULL,NULL,NULL,32,NULL,NULL,NULL,51.475,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1080,NULL,NULL,NULL,NULL,NULL,148.85,238.876,NULL,NULL,16.524,NULL,56.925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.94,NULL,NULL,0.958801,2.03648,NULL,80,NULL,NULL,32.112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,01-08-2007 00:00,NULL,NULL,NULL,NULL,NULL,0,100,NULL,NULL,NULL,NULL,NULL,32,NULL,NULL,NULL,24.779,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,259,NULL,NULL,NULL,NULL,NULL,132.65,122,NULL,NULL,12.636,NULL,21.804,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.35,NULL,NULL,0,0.826003,NULL,80,NULL,NULL,7.44,NULL,NULL,NULL,NULL,23.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,01-09-2007 00:00,NULL,NULL,NULL,NULL,NULL,0,91.65,NULL,NULL,NULL,NULL,NULL,25.6,NULL,NULL,NULL,26.696,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,NULL,NULL,NULL,NULL,NULL,108.55,111.813,NULL,NULL,10.692,NULL,20.102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.59,NULL,NULL,0,0.841888,NULL,64,NULL,NULL,11.616,NULL,NULL,NULL,NULL,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,03-10-2007 00:00,NULL,NULL,NULL,NULL,NULL,0,91.65,NULL,NULL,NULL,NULL,NULL,19.2,NULL,NULL,NULL,20.9805,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,251,NULL,NULL,NULL,NULL,NULL,96.6,111.813,NULL,NULL,11.664,NULL,19.205,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.53,NULL,NULL,0,0.853045,NULL,48,NULL,NULL,8.688,NULL,NULL,NULL,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,01-11-2007 00:00,NULL,NULL,NULL,NULL,NULL,0,104.15,NULL,NULL,NULL,NULL,NULL,28.8,NULL,NULL,NULL,36.2455,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,369,NULL,NULL,NULL,NULL,NULL,124.65,127.063,NULL,NULL,12.636,NULL,39.813,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.29,NULL,NULL,0,1.5561,NULL,72,NULL,NULL,10.464,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,01-12-2007 00:00,NULL,NULL,NULL,NULL,NULL,0,158.35,NULL,NULL,NULL,NULL,NULL,31.2,NULL,NULL,NULL,38.127,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,388,NULL,NULL,NULL,NULL,NULL,150.9,193.187,NULL,NULL,17.496,NULL,28.704,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.45,NULL,NULL,0.169839,1.01999,NULL,78,NULL,NULL,12.576,NULL,NULL,NULL,NULL,22.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,01-01-2008 00:00,NULL,NULL,NULL,NULL,NULL,0,120.8,NULL,NULL,NULL,NULL,NULL,36.78,NULL,NULL,NULL,85.8035,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,648,NULL,NULL,NULL,NULL,NULL,138.525,147.376,NULL,NULL,11.178,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.85,NULL,NULL,0,NULL,NULL,91.95,NULL,NULL,25.68,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,01-02-2008 00:00,NULL,NULL,NULL,NULL,NULL,0,177.05,NULL,NULL,NULL,NULL,NULL,32,NULL,NULL,NULL,63.8645,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,527,NULL,NULL,NULL,NULL,NULL,169.1,216.001,NULL,NULL,21.384,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.17,NULL,NULL,0.183932,NULL,NULL,80,NULL,NULL,25.2,NULL,NULL,NULL,NULL,25.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,20-06-2008 00:00,NULL,NULL,NULL,NULL,NULL,0,158.3,NULL,NULL,NULL,NULL,NULL,30.4,NULL,NULL,NULL,51.475,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,467,NULL,NULL,NULL,NULL,NULL,150.925,193.126,NULL,NULL,17.982,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,7.48,NULL,NULL,0.168772,NULL,NULL,76,NULL,NULL,19.68,NULL,NULL,NULL,NULL,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,01-07-2008 00:00,NULL,NULL,NULL,NULL,NULL,0,168.7,NULL,NULL,NULL,NULL,NULL,24.8,NULL,NULL,NULL,45.7595,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,435,NULL,NULL,NULL,NULL,NULL,147.05,205.814,NULL,NULL,20.412,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,7.33,NULL,NULL,0.456255,NULL,NULL,62,NULL,NULL,10.224,NULL,NULL,NULL,NULL,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,01-09-2008 00:00,NULL,NULL,NULL,NULL,NULL,0,127.05,NULL,NULL,NULL,NULL,NULL,24.8,NULL,NULL,NULL,68.657,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,309,NULL,NULL,NULL,NULL,NULL,124.269,155.001,NULL,NULL,14.9445,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,7.98,NULL,NULL,0.0732715,NULL,NULL,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
022-HYDCHENNAI,Annavasal,Surface Water,Puducherry,Karaikal,Karaikal,Cauvery Basin,Cauvery Lower,CWC,03-10-2008 00:00,NULL,NULL,NULL,NULL,NULL,0,124.95,NULL,NULL,NULL,NULL,NULL,29.6,NULL,NULL,NULL,61.0245,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,358,NULL,NULL,NULL,NULL,NULL,148.925,152.439,NULL,NULL,17.982,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,7.55,NULL,NULL,0,NULL,NULL,74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
